e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15
3.027784,6.3075714,2.6439784,7.7045937,7.121623,2.4315593,-1.7348908,-1.7580969,5.665428,2.0271165,1.8061066,3.9758759,3.9710515,1.906094,-1.2383358
4.09679,3.764329,5.362977,2.3624883,1.1821326,2.8725083,-1.7580993,-1.7577904,5.9709063,8.897107,3.4105906,13.192499,3.7450037,2.018086,0.7568872
3.396477,10.266341,2.343294,6.8793974,0.23141228,1.0181001,-1.7580993,-1.7526118,2.1660423,8.569605,1.7655104,11.67683,2.310418,1.9757863,0.4865575
0.7255151,6.4623713,6.6436424,1.0627595,5.3414145,0.5669146,-1.6904805,-1.7569547,5.207273,4.1847873,0.45693257,6.633039,4.320349,5.058798,-1.1808172
0.76075953,2.9123008,2.0935864,6.574171,2.953274,0.6231115,-1.6905227,-1.7575432,0.97499526,0.5902596,1.5529739,2.074698,2.472689,-1.1379921,-1.0761167
8.910019,-0.8255229,1.0621281,7.0321803,2.4599333,1.5285069,-1.7580993,-1.7565066,9.816218,8.546318,3.0112057,9.151877,4.0623317,3.2007487,-1.4317924
1.67281,5.7035627,9.463626,3.3428411,1.0817711,4.549174,-1.7580993,-1.7575519,8.370691,10.003003,0.45976883,15.071161,4.009082,3.5599546,0.8111576
2.185188,5.0432677,10.439173,2.4831789,1.4097887,4.336368,-1.7580993,-1.757324,7.5156517,8.449621,2.0762691,17.710304,4.33249,3.0374076,0.91598606
0.18506855,3.9049628,8.560963,1.3086612,0.32889462,1.442478,-1.738724,-1.7574004,5.281505,4.564178,-1.0281204,8.240731,3.7461085,2.8526187,-0.7785684
2.4972248,4.6382527,9.379607,-0.34036508,0.5428586,1.3262731,-1.7466987,-1.7551408,6.193414,6.330824,0.069244325,7.699661,5.3051934,1.1266384,-1.3143663
2.932857,0.9581634,6.469794,3.5181706,1.7515283,1.7356063,-1.7580993,-1.7578098,8.125149,8.780643,1.9542171,16.308529,5.5981774,0.32344532,0.8180959
5.2072453,2.634107,3.278064,2.7040007,0.6590184,3.8373685,-1.7580993,-1.7575825,10.165244,11.8167095,2.006941,8.055573,5.6362247,-0.671485,-0.9945409
7.710856,3.6724164,3.9707868,3.255112,2.799542,2.01204,-1.7580993,-1.7579651,5.1937747,9.072528,4.41271,12.397281,5.7459917,-0.7510754,0.2683516
0.4624996,4.604442,5.5377245,4.687654,0.10257442,1.0075034,-1.7423596,-1.7580992,1.954476,0.073855,0.4557357,5.6663723,8.621216,1.421698,-0.7629195
0.081652515,2.4049885,0.42887077,1.7586418,1.3397156,3.0859928,-1.6084931,-1.7580767,3.6847014,3.5205317,1.3737617,4.772311,5.8224363,5.6328177,-1.1547165
2.2134354,4.809336,7.7600408,1.1017073,6.7785654,6.5504403,-1.4200609,-1.7580979,2.3637748,1.7362039,1.742239,2.65119,7.4382,1.022746,-1.2671206
1.5131813,2.2778218,3.0905404,1.9310308,10.776544,1.3948343,-1.7580985,-1.7580882,2.8712866,3.4280932,0.07442683,9.577513,2.3798451,0.311336,0.2532338
-0.8507651,5.5935626,7.650853,3.2729008,1.3837078,-1.2086021,-1.6765875,-1.7580988,2.129886,1.5234923,-0.48304343,3.9923658,5.0500007,4.162251,-0.9754195
2.7956555,3.337913,2.3580282,1.731222,2.1222317,2.117299,-1.7580993,-1.758002,9.442602,10.3343,2.631352,13.09178,7.073007,2.582486,0.3265832
1.7280833,0.08502344,5.634021,4.1356335,1.0879457,2.3048139,-1.7311447,-1.757994,3.9068613,-0.9475634,0.91718763,4.1836767,1.343544,1.3462178,-0.40560454
1.7688015,1.8728415,2.767326,3.161841,4.5551553,2.3812535,-1.7055601,-1.7580963,6.807912,4.338658,3.2727811,5.5537977,8.52881,4.4476113,-0.8635187
1.3840785,5.198268,4.936384,5.7937226,0.15650015,0.086731754,-1.7580857,-1.7574465,2.2881722,5.622389,3.0253224,14.556002,5.8826766,0.17418116,0.01790731
1.3473094,3.7273462,5.13548,5.572306,1.5301627,3.7927701,-1.6498822,-1.7563052,3.509231,2.8871815,-1.4390372,7.3186088,6.8772287,1.4213622,-0.5131786
3.4369404,4.588995,0.95692205,2.7595599,1.0604788,2.5642877,-1.5994568,-1.757416,4.335785,3.0947266,-0.58547044,4.986099,6.660146,2.8972692,-1.4694092
2.4973936,0.76631457,7.407581,4.6031,1.9076871,1.217438,-1.7580993,-1.7574456,8.005187,9.937555,2.0469258,17.562216,5.8372803,0.9187644,0.9517542
0.8329072,1.5227251,4.3545623,2.5429263,11.056182,3.7888708,-1.7503192,-1.7580991,2.2005978,3.3051014,-0.15608141,7.436275,5.6625543,0.74186915,-0.37650463
2.3223453,5.317587,11.722495,0.011517795,-0.044450093,0.14658967,-1.7577012,-1.7580988,4.3904657,1.0258852,0.029662991,8.60456,4.7487183,2.0750172,0.39563254
3.2876291,-0.9432387,6.4925942,-0.4341172,0.6306117,-1.1630443,-1.7580972,-1.7569146,6.1670814,6.1035113,1.5916337,10.540551,3.1351192,-1.1751223,0.6441383
3.0453663,2.952146,5.182372,4.923746,2.2510862,3.5372088,-1.6471211,-1.7580837,4.19158,2.3011162,1.3800031,4.224175,7.7525477,-1.2807565,-0.27080962
0.448595,1.8541707,10.48437,6.391041,10.180809,1.7759937,-1.7580993,-1.7580593,5.7243237,7.8893557,2.2484255,9.836206,0.1498223,0.0583905,-0.20736094
1.8146237,10.097123,7.3671846,11.499542,7.6008935,4.7814913,-1.7421405,-1.7580963,6.4700785,5.5774965,4.088833,8.102177,6.8308206,3.4405982,-0.22941712
6.662495,0.83868533,0.83965796,2.9293911,1.0806683,3.3294597,-1.7580993,-1.7576585,5.3716435,9.412995,3.646522,9.340258,6.2590704,0.48347175,-1.1219045
2.9104424,4.232644,3.8899615,4.277853,0.35117638,0.43329775,-1.7093602,-1.7576923,1.9491172,4.9003654,0.12600805,5.951141,8.897575,3.5291798,-1.0427964
1.7721672,0.5269662,7.941914,3.6704648,9.843565,3.7527573,-1.7580993,-1.7580487,3.4048615,8.347928,3.161711,11.309514,5.6835585,4.804889,0.28323293
-0.840007,6.5908966,6.6549664,6.417725,5.358897,3.6975226,-1.7360712,-1.7580283,1.6147522,1.6547629,0.705958,6.2598968,6.7950087,1.7286215,0.12043287
3.5684605,2.4821892,8.346862,3.1088612,1.795378,1.7018787,-1.7580993,-1.7572756,7.8893,8.709859,1.1778067,14.5659685,3.3219175,1.9647157,1.0213908
0.6233645,3.3991523,2.4814572,3.0094743,9.816248,0.2858332,-1.758063,-1.7580936,3.448706,4.3169546,1.2370512,6.7111616,2.1693718,1.83223,-0.068504214
-0.8861138,4.4304013,3.5289,3.9198701,0.5242412,1.2058563,-1.7567936,-1.7575501,0.70029265,4.3596435,3.5250964,10.832614,4.28716,0.9955421,0.84239733
1.3224932,2.6873717,5.5310473,5.269805,7.5568194,-0.7852203,-1.7580993,-1.757877,7.070014,13.05676,2.568554,6.8400373,6.1757607,2.9809399,0.23108013
1.1344995,5.00257,4.204567,6.019716,6.2402253,-0.36483365,-1.7580993,-1.7579248,2.9199924,8.703039,2.4550114,10.020845,2.902919,-0.48063198,-0.0037261543
5.1002,3.110205,7.285251,7.864333,6.357538,1.1194646,-1.757884,-1.758098,6.083234,4.359242,3.6326237,12.0005045,6.094017,0.66331166,-0.74153405
5.3375087,2.0054226,0.621648,0.4297571,2.653642,2.9732893,-1.7580993,-1.7575164,7.0105405,5.8877616,4.177331,10.227251,3.50267,1.429663,-1.0934291
1.7382643,3.387064,10.156148,3.914617,6.3378754,0.86191255,-1.6018932,-1.7580793,3.7093282,0.46164656,1.1498821,2.9302752,1.1964835,0.18211725,-0.8555503
3.5194187,12.249741,6.7547073,6.176144,4.755033,1.9592465,-1.7396168,-1.7580819,7.3323126,4.0193915,4.7163506,8.61141,6.238218,6.173981,-1.0546669
1.1392742,3.9795456,2.1902013,5.921987,1.2138094,-0.51186407,-1.7580993,-1.7576985,3.4290814,11.397957,1.0673013,12.991398,6.1023607,4.9814215,-0.08164625
1.9530054,3.3315425,3.0567658,4.7057023,4.9392166,2.073899,-1.7580993,-1.7434384,1.1186666,8.504714,0.70463854,8.677315,1.504922,1.111725,-0.40415886
0.24440199,6.023503,2.639126,5.18004,0.87494457,0.22921701,-1.7580993,-1.7575673,2.926518,12.533107,2.015823,9.047441,5.453567,4.000407,-0.7437449
5.6906857,3.7960484,1.3864193,0.48870528,3.0831046,4.127845,-1.7580993,-1.7578207,9.865193,9.530086,1.859142,11.5574875,7.052826,3.2821229,-0.9199684
0.14491571,2.5565748,3.0351024,3.6778471,5.6153984,3.0452278,-1.632904,-1.7580767,0.7024388,4.5900483,1.3263271,3.643034,5.364163,2.138013,-0.66412604
-1.2076793,8.031405,1.6558038,6.333709,8.373352,4.3231716,-1.7519636,-1.7580991,2.6378922,2.447189,1.8689932,4.61226,8.6020565,5.8335547,-1.2792362
1.3345501,1.6899819,3.9128723,0.18616602,0.7877978,-0.6951955,-1.7580993,-1.7569999,4.384149,10.347051,4.3148146,13.58768,2.1707623,2.6825418,-0.6348499
0.26811305,3.65541,0.796862,1.3322619,0.53275883,0.22141956,-1.7404021,-1.7580974,2.730018,0.5540926,1.2050778,4.49842,6.415402,0.32622784,-1.1776614
3.661254,1.9410039,6.127107,6.161601,-0.46236652,0.9496218,-1.7334005,-1.7552849,6.249686,4.263988,0.042806614,7.0196214,3.3242202,3.4860566,0.03348331
1.9458426,3.454567,3.37069,6.212471,4.996262,1.9148188,-1.7580993,-1.7543693,2.2619412,7.7720723,0.97212315,7.724775,1.2548604,3.6150343,-1.0615668
1.9665756,2.9189599,11.87087,4.54953,1.2277075,0.9249829,-1.751923,-1.7550639,8.311375,4.68234,2.2529013,13.035534,6.8505936,1.6772184,0.66037816
4.397699,6.704404,4.194096,1.7106853,7.131011,5.0642896,-1.7048594,-1.7564648,8.523812,3.4144592,1.6155012,7.037269,6.163643,3.218567,-1.3023936
3.5848196,-1.0724615,5.5324907,5.1322827,1.8950119,1.4573023,-1.7580993,-1.7573798,8.625234,9.574925,2.6375713,16.658083,6.2164326,2.1587093,1.1470065
1.5054791,2.005648,7.3132687,5.2154393,1.5552077,3.000365,-1.7580993,-1.7578962,7.580534,7.796918,1.7546008,17.053194,4.283757,2.2678668,0.047740366
-0.22861148,3.58012,3.2239604,5.7494426,-1.2746112,0.53079253,-1.7421198,-1.7580972,1.1466997,-0.101447426,1.2317114,3.328775,5.839286,-1.0482341,-1.0176486
2.0382693,2.8672726,3.88772,7.271738,1.3496258,-1.2431277,-1.7144421,-1.7579156,3.8539207,6.5403852,0.5260084,1.0009036,3.5518646,1.6325822,-0.81696147
1.1607902,4.233339,13.132521,11.207177,14.567386,3.804208,-1.7566711,-1.7580993,6.3187823,4.719413,-0.9374629,7.8844266,7.329613,4.1633782,-0.35926718
2.4174867,5.5641766,7.2734294,5.9701285,5.787395,2.0761237,-1.7148091,-1.7540529,3.5560293,2.7818487,1.4406911,3.9995232,1.5269734,1.229527,-0.9906817
2.6428838,1.5596435,5.794765,4.9664507,8.948465,1.5539268,-1.7579271,-1.7580241,5.0424023,4.642701,1.8354563,7.021227,3.4281778,2.1058598,-0.44575152
2.3087215,3.187864,3.5664382,4.072554,2.0910208,2.3243554,-1.7561466,-1.7580265,1.845483,4.0874662,2.903254,8.866272,3.6242034,4.823026,-1.2519696
0.82402426,4.0376663,3.1723292,1.9266416,3.0246112,2.5616074,-1.6966708,-1.7578542,4.7172537,4.552137,0.9461511,1.0043201,5.7055106,2.6246002,-0.40878987
2.3114474,-1.0645263,3.8506875,5.0864487,5.429367,2.1489232,-1.7364143,-1.7579781,2.4474695,0.61753637,0.505489,1.126107,2.139954,0.7738863,-0.97233516
5.46202,4.1565247,9.15758,2.9266953,1.5130501,1.0770656,-1.726223,-1.7570052,6.287377,4.889546,4.055609,10.054614,8.245772,2.3508954,-0.53259516
7.6554847,0.24327435,3.7612739,3.1349,0.38279796,2.0785148,-1.7523168,-1.7576861,3.0650418,5.2958403,-0.55081433,11.123571,9.772308,2.2612526,1.1532823
0.85164404,4.2033477,2.3464375,4.631372,6.1304297,2.0767837,-1.7515696,-1.7576033,4.115577,6.296004,2.9826481,2.7052512,2.2180057,1.6850173,-0.92076397
3.3759382,5.38386,3.6417146,5.5227504,0.3058088,1.0633291,-1.7580988,-1.7571858,2.0226185,6.6187143,4.583502,13.680328,7.2998395,1.0905354,0.049644466
2.0772069,0.80801266,7.246872,3.9850037,1.9714557,1.4009339,-1.7580993,-1.7574581,7.3484335,10.308353,2.9404972,17.3857,6.178215,1.3306644,1.0025947
0.8757594,4.069487,4.7539463,5.985309,6.062861,3.591391,-1.7421213,-1.7578257,0.7222325,2.2226896,-1.3506151,5.5004854,6.219135,4.167142,-0.70708066
1.1413206,0.9501944,3.1979015,5.134462,4.5607576,0.79010683,-1.7580061,-1.7580677,2.312811,4.3956423,0.8313998,11.3806095,6.061965,4.527113,0.7458283
1.8158157,3.2206523,2.9272203,0.9000104,3.2245536,1.6782563,-1.6764929,-1.7543957,3.0981317,3.7018244,1.4938909,5.4218936,4.370351,2.2337787,-0.7243165
4.2411394,3.316038,7.838798,6.3073974,2.0041132,2.7487447,-1.6868999,-1.7580714,7.2042413,4.1911793,1.178204,2.2862906,6.968309,2.3857636,-1.0272965
0.522418,7.6575108,5.1328254,7.0618353,6.43765,2.1641796,-1.5793898,-1.7580993,3.062479,1.3568525,0.6084905,3.9270236,6.5554943,0.35913742,-1.2550156
1.8842198,-0.13935009,6.3407154,1.0763243,2.6511996,1.5244104,-1.7432663,-1.758078,6.1801376,5.22845,2.321403,10.278003,7.398948,1.8299465,0.2694033
0.6716586,2.4389231,4.820091,3.9604993,5.88921,4.3113537,-1.7580993,-1.757873,6.0049486,9.492622,4.4847207,10.435982,4.3508644,0.5506502,0.019504635
3.7217379,3.8042264,6.1239066,3.9689963,3.9868362,3.6287491,-1.7580993,-1.7565746,4.222657,9.896012,2.182616,15.029459,7.5724387,0.084455006,0.65529895
3.2040024,4.4001007,6.788834,4.557176,1.7792238,2.210947,-1.7580993,-1.7580116,7.8609657,10.189795,2.8080454,17.925972,7.1586967,0.6655015,1.1576549
-0.59327704,4.244115,7.036462,4.959364,3.1811564,0.5796804,-1.7409278,-1.7580599,1.9930655,2.6088052,2.3184233,4.520195,6.7203903,1.948248,-0.7529856
0.83152556,14.535013,10.926317,9.156312,5.515698,1.9430033,-1.7312809,-1.7580941,9.119977,6.7648234,2.0917518,11.629699,8.001484,3.2503955,0.11996186
0.36588824,4.0605183,9.644737,2.7742243,3.585142,1.3916892,-1.7240207,-1.7562078,4.604782,5.738418,3.1959748,10.688676,7.3720503,1.6762605,-0.19426155
1.9204638,1.9872317,9.292918,1.8459424,2.8852804,1.8975117,-1.7580993,-1.7573446,7.277072,9.860957,4.0019956,14.28486,4.6373043,0.74009144,0.057391245
2.1988897,1.0192649,7.6953635,3.404878,1.929728,2.459236,-1.7520481,-1.7580781,6.755365,6.357104,3.3752093,10.002718,9.78906,3.1557894,0.42036667
4.520824,1.5654572,3.4334273,4.891993,0.98371214,5.0321865,-1.7580993,-1.7551365,4.744792,10.181218,4.844042,11.685593,7.4399543,0.12945738,0.09582969
3.4258049,1.830717,4.1607585,1.6903898,-0.28375527,1.5481286,-1.7032745,-1.7579958,3.839467,2.8918507,1.3067508,5.4703765,5.106813,0.2977058,0.40676218
2.1595087,1.4249234,4.681349,3.6152415,-1.4890124,2.3720555,-1.7519785,-1.758098,3.8929117,1.058969,0.03804815,1.9563204,6.2208424,-0.90025723,-1.5313281
0.43101594,3.3195007,5.790798,2.3026187,-1.3858687,3.0912936,-1.7512829,-1.7580984,3.2256908,2.8811991,-0.6588684,-0.14025798,4.749566,-0.4342199,-0.57926327
7.3881707,0.5567839,2.50956,6.252838,-0.5944331,0.21734995,-1.7580916,-1.7566042,5.8206096,7.0315523,1.1572807,6.7835665,3.0159447,2.9562936,-0.24779303
2.0559678,6.1893435,0.6327241,0.86966,1.2708517,0.46524963,-1.7580993,-1.753898,5.9710946,6.9541583,0.9810277,5.761137,-1.5866618,6.3095756,-0.33310288
2.2814934,0.45517212,4.0586414,8.551351,1.9152076,0.20222723,-1.7435813,-1.7580686,0.57377553,-0.8663278,0.56201947,5.014113,3.2472746,1.0144083,-0.3719237
2.191349,1.8079288,-0.45975083,-1.0092158,0.33984557,2.700906,-1.7246411,-1.757231,6.1715226,-0.23434386,-0.002764593,6.1736403,0.6650877,-1.1126481,0.016990723
1.4362568,7.588239,5.9610324,5.586682,5.194381,0.37200105,-1.7525203,-1.7580992,4.54561,-1.0009816,2.8702838,3.7371783,5.977435,5.1540556,-0.9083332
5.435034,1.6171566,3.6671336,5.1850586,2.7383127,2.0971954,-1.7580993,-1.7575868,3.888337,9.189658,5.0412874,14.428455,7.4292626,-1.1770071,0.3069325
0.8917823,5.544538,7.7551675,4.1287384,1.2795215,3.475755,-1.7271103,-1.758099,2.9401226,0.380958,-0.54176646,5.504918,6.5180717,3.5037074,-0.74491
2.9943748,1.918133,-0.9831716,2.8522937,0.88299024,-0.49210063,-1.6900907,-1.747914,3.6027086,1.4149356,-0.37715423,7.772516,3.052253,1.194169,-0.118050285
1.4405686,3.8739293,7.07498,5.178118,2.4929442,2.6668632,-1.533432,-1.7543144,3.0287974,4.7724414,3.0236535,7.216919,7.045591,3.937626,-1.2013605
1.9974508,1.246137,4.349417,3.1473129,-1.4707221,2.2456608,-1.730132,-1.7580978,3.3404808,-1.0537899,1.696529,4.3601036,6.192673,-1.4312211,-0.82950544
1.4711158,6.5482903,1.8510139,0.34264427,2.8632183,1.5150136,-1.7252723,-1.7580937,3.8036854,3.8532295,1.8536597,0.012001773,5.9818406,2.4308765,-0.96346456
1.920151,0.14589326,7.4215274,5.7858005,5.2059565,2.5028646,-1.7580993,-1.7578533,6.1222725,10.433279,5.4113445,15.020765,2.9569159,3.842555,-1.1372882
3.880671,0.856628,5.789872,7.4874663,4.0610504,1.0656548,-1.7580993,-1.7579403,5.8206043,7.5437083,1.795015,15.454341,3.2955205,0.67739224,0.99976236
-0.048707012,2.5712287,0.9880553,3.2767355,5.508653,3.4459448,-1.758097,-1.7569233,0.661461,7.6451325,0.07623786,3.7419376,4.8561187,1.8064713,-0.4837533
0.5900245,4.0589094,2.0879276,4.1963086,-0.3313489,1.6214155,-1.7012227,-1.7580242,3.0863123,3.8774204,0.9408053,5.870427,7.6489096,2.8498044,-0.9169071
2.2598512,3.3013637,7.349046,2.4201677,0.9869486,3.3568256,-1.7344273,-1.7579732,5.9588027,4.5208335,3.1221066,8.671355,3.9432135,0.10854731,-0.07180449
3.25779,0.3233325,7.1353483,1.8398719,2.921987,1.581246,-1.7580993,-1.7577627,7.4823694,9.762471,2.1206565,16.633549,5.160965,1.9332551,0.33322826
1.4087459,3.4538991,9.333177,-0.42978325,0.76298136,0.3311418,-1.7535914,-1.7545451,4.1064506,3.8687947,1.5903664,10.289397,5.04809,0.9105953,0.03856694
0.5289855,2.5878236,2.1695952,-0.6499317,0.8145323,0.30549893,-1.7451953,-1.7580975,4.607911,-0.32958242,0.40440765,6.0172358,6.4160104,-0.9536444,0.039457835
0.37192288,7.5672817,6.4967055,1.2316866,4.5150747,0.85343575,-1.7330271,-1.7580992,5.0509977,2.0889065,1.3265389,6.5978584,8.883578,4.3109307,-0.79926103
2.973438,6.572305,9.434676,3.3750238,6.0440974,1.6411579,-1.7311106,-1.7578707,3.3232884,4.392624,1.3911806,-0.6394579,-0.29051754,0.5399622,-0.65935266
0.45717123,4.3003383,4.059388,4.435201,2.1802065,6.527465,-1.6619943,-1.7575622,0.22530818,4.2072277,0.09770771,5.090692,7.5068054,1.7988253,-1.0563606
2.8157697,0.81111145,7.3683743,4.1494904,2.0545645,1.5524164,-1.7580993,-1.7576878,7.981122,10.058014,2.7077303,17.507591,6.353598,1.2899393,1.1627964
3.2458224,2.3675945,4.791149,2.6943908,2.2318032,2.0508027,-1.7580993,-1.7579697,7.859132,10.055565,2.6537123,17.080229,6.577093,1.2705492,0.633612
1.5522296,2.2016041,5.0452833,1.5085688,3.066192,2.5796123,-1.7580993,-1.7579495,11.230841,10.615227,3.4543548,11.370637,6.026885,2.798715,-0.57951677
3.2180607,-0.9543743,4.4789715,3.9442618,1.6759477,1.823898,-1.7580993,-1.7574308,8.143222,8.7937355,2.7940056,15.423459,5.8517494,1.4897753,0.8565127
4.540744,2.5301292,7.416516,2.8601847,1.1431693,2.1778383,-1.7580993,-1.7570423,7.1375194,7.9545546,1.452673,14.788326,2.6123164,2.4722388,0.90857244
1.8661748,1.8480793,4.087783,4.9986286,6.057092,1.2917953,-1.7334964,-1.7580903,1.2500911,4.392869,1.5041075,10.099797,8.791767,0.84613705,0.5663694
0.75674045,5.3919525,5.567718,3.3865874,2.2607439,0.88268083,-1.671063,-1.758099,5.2767982,-0.67317885,1.1880791,5.08616,5.1098013,4.526271,-0.46052703
4.8475623,3.6516466,3.7627654,4.3417287,1.9807286,1.0975676,-1.6480683,-1.7559857,2.654466,1.4951972,0.5655266,5.1912684,4.334424,3.3988118,-0.26878014
1.4468734,4.7466407,5.6602693,2.7625768,1.5763186,0.35316077,-1.6762158,-1.758019,6.9699035,5.449253,1.8828652,7.867511,6.9885697,1.5491258,0.15328574
2.6696546,4.402088,5.890567,8.137982,4.3609242,0.30910534,-1.7159451,-1.7566804,2.39553,2.9910939,2.0232263,5.0316486,2.7907944,1.7758274,-1.1637253
5.592306,1.8960575,3.7492042,4.579807,1.4736677,1.7767981,-1.7580993,-1.7568529,4.121543,8.835724,2.1872354,15.645593,6.119284,-0.56431985,0.8425785
6.383651,1.9462559,3.7664766,2.0890882,11.297058,6.1640487,-1.7580993,-1.7580112,6.842156,6.809259,-0.18126853,13.01532,4.9831247,-0.46981004,-1.0862148
3.2341018,0.78291523,7.5129333,4.7708354,1.987436,1.3681643,-1.7580993,-1.7576867,8.643875,9.675084,1.7968384,17.682919,5.9903054,0.8916066,1.1058881
1.5984068,6.9040747,13.916936,4.133918,4.9396863,0.32517615,-1.7110027,-1.7477818,7.1771264,6.7013297,0.5280666,10.987244,5.9468255,5.8925242,-0.15161072
1.1833355,3.5429814,-0.5101199,2.0870261,2.2832327,2.4370985,-1.7580221,-1.7522478,3.7304595,7.232715,1.7363112,4.2787843,2.4558544,-1.2327809,-0.867116
1.0119761,2.5062287,1.0312345,0.90357333,4.290848,0.4478153,-1.7580993,-1.7577758,9.660334,8.855087,0.46873677,5.19182,0.43227184,4.316264,0.14337967
3.2953072,2.5700357,4.6512074,4.734779,1.479955,2.1940515,-1.7580993,-1.7580094,8.288958,9.740182,2.6566873,17.337044,6.886609,0.5537816,1.1126896
