e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15
8.587588,-1.7580993,0.5466365,15.75971,11.349692,3.9288974,-1.7580993,-1.7580993,5.793814,0.1489759,7.875684,8.7092705,11.63892,5.3885713,14.0285015
13.507426,-1.7580993,8.936987,4.4655814,9.971054,0.13555504,-1.7580993,-1.7580993,5.8721895,4.4180546,2.7289019,7.276377,11.945504,5.6196976,5.153902
4.1378217,-1.7580864,2.4017997,7.7368426,2.8284504,3.5796528,-1.7565231,-1.7580993,1.9935143,-1.7134734,-0.06158183,6.295944,6.637012,2.085671,0.31447345
3.148212,-1.7574387,14.34295,9.671378,6.1130433,3.5410874,-1.758099,-1.7580993,5.5935197,0.016170956,1.3721138,2.0551898,8.230907,-0.6877389,5.484966
0.90438044,-1.7557627,5.032641,12.505084,7.617575,3.0536084,-1.7566264,-1.7580993,1.2789084,-0.08390428,0.72618085,-0.65434784,5.1489916,5.967976,2.0476465
9.549338,-1.758047,8.207423,3.085726,6.9744577,3.2110167,-1.7580993,-1.7578865,2.9821563,4.9017177,2.344534,4.8653226,7.1156883,1.0133075,4.5734196
-0.7999079,-1.7580993,2.250489,1.168824,3.0567138,1.9305363,-1.7580018,-1.7580924,3.1031368,0.8695507,3.8790243,5.4711633,2.386626,2.0973792,8.675004
8.095008,-1.7580993,2.7520838,5.4778,4.494647,2.0103421,-1.7580651,-1.7580992,-1.4321898,0.017972881,1.0267934,5.4006267,10.276196,4.663466,5.765124
12.461643,-1.7580993,4.767846,2.8505247,10.69902,10.567515,-1.7580993,-1.7580993,6.002637,5.708142,2.3695285,16.165123,13.112264,8.38065,12.09503
13.266126,-1.7580993,9.755248,-0.64425856,9.861362,2.9205093,-1.7580993,-1.7580993,7.374135,5.5824785,3.4034443,10.302578,10.808183,8.1616125,10.181314
-1.4572089,-1.7580993,5.0281134,2.5512862,8.596102,3.760132,-1.7580992,-1.7580993,2.8487031,-0.915257,-1.4106205,8.106489,0.5092917,4.2763,8.458067
1.6633055,-1.7580993,6.721446,0.7821413,1.9668179,6.2598124,-1.7547154,-1.7580992,2.5354178,2.6455889,0.004789875,1.3299335,1.9557219,2.9159856,4.646373
11.895208,-1.7580993,4.017868,13.289015,13.788579,1.4255947,-1.7580993,-1.7580993,7.3449845,0.29201278,2.2548687,6.198327,10.090089,6.1051283,9.651927
11.338975,-1.7580984,6.1894674,2.4121828,10.045333,10.275899,-1.7580941,-1.7579304,7.667994,2.6220305,5.516912,5.252769,8.8301735,7.3441815,5.9183965
11.401731,-1.7580993,8.164142,1.8385968,11.324416,5.3049808,-1.7580993,-1.7580992,8.982802,3.482682,3.978732,11.0808735,8.212309,7.8860865,7.4537206
5.7860785,-1.758098,8.1804285,0.6354445,5.780865,4.2504654,-1.7580993,-1.7580993,9.237398,4.0214763,2.288367,7.0560946,10.619303,-1.0768327,3.8802445
5.1156697,-1.758098,5.4459467,0.69814265,6.793987,1.8692551,-1.7580993,-1.758098,1.2638121,4.700838,-0.06495767,2.544022,1.9973377,-0.9455107,3.9651108
8.052511,-1.7580937,7.0698647,2.802609,11.08777,3.2619565,-1.7580993,-1.7580993,6.519486,-0.812463,2.7068408,6.2360773,9.962769,0.06852593,1.7276505
3.4318154,-1.7580993,2.9022655,5.7593894,8.494159,-1.4688563,-1.7580993,-1.7580972,-0.7443284,-0.0704507,2.51112,2.1972327,2.6429174,4.7399125,6.133121
13.977519,-1.7580993,7.380052,5.759421,9.821757,2.066336,-1.7580993,-1.7580993,9.952638,5.3456883,2.5729923,3.5839872,12.63532,9.850308,13.025644
12.833448,-1.7580993,8.791711,1.0729715,12.755219,5.4654837,-1.7580993,-1.7580992,9.0219555,6.061548,5.4374523,9.487242,10.038119,4.644252,7.9833665
9.59631,-1.7580993,5.1758366,4.3899717,6.0029793,2.5655673,-1.7580986,-1.7550771,2.041673,4.365851,3.8507712,8.581047,7.9529066,4.884621,6.835023
-0.55823004,-1.7580993,5.2275352,-1.5168872,1.3765107,-1.4339718,-1.7580991,-1.7580993,2.594441,2.2735627,1.5009148,5.634423,2.4474852,4.380895,3.24339
2.3403983,-1.7580962,6.027432,9.205026,6.4057417,5.743768,-1.7565658,-1.7580993,3.3315248,1.4347354,1.8994771,8.927815,8.458065,3.5197725,3.13256
5.5632143,-1.7580545,0.8681654,5.4543533,2.2004418,0.90573245,-1.754604,-1.7551031,-0.7303148,2.5169675,-0.028883617,4.5263357,3.9353268,2.6897223,2.4723737
5.334394,-1.7577887,1.7460927,9.673966,3.7231514,7.7807517,-1.7552872,-1.7580993,5.0875506,-0.8331693,2.4713688,4.4730206,11.238845,-1.5096287,0.44257304
8.715711,-1.7580993,3.5808105,4.7681446,6.6936483,6.4742517,-1.7580986,-1.7580991,2.899213,4.1235633,4.762077,7.851294,11.021432,11.28256,5.2883034
10.927336,-1.7580993,6.267293,4.887778,14.256264,2.5026577,-1.7580993,-1.7580992,6.2378497,4.0132074,4.4969916,10.952538,7.099356,5.955515,5.7935963
4.79009,-1.7575,1.0061976,8.764817,10.818106,1.3455994,-1.7580993,-1.7580993,4.966492,-0.8518767,5.4264836,4.1963863,6.537881,-0.47397044,1.3849301
6.6820374,-1.7580993,7.626892,3.862233,8.264806,1.2288129,-1.7580993,-1.7580988,4.270539,1.3864734,0.93419045,6.543128,9.260537,2.7065625,2.3535335
13.572576,-1.7580987,5.6222625,5.7322016,8.252907,9.715568,-1.7580993,-1.7580581,5.0194583,5.7464833,6.4605174,13.952905,5.3842883,4.665583,5.2008786
8.241982,-1.7580993,6.9414344,8.229732,9.202963,8.978531,-1.7580993,-1.7580993,2.8574686,1.9977913,4.81464,9.302427,16.945305,3.4418101,5.8419285
7.4744186,-1.7580993,4.5217423,1.4464421,7.3653817,-1.3445493,-1.7580993,-1.7580981,4.240099,4.1880703,1.6705309,4.6205873,7.224615,5.2898045,5.0167594
5.2545047,-1.6326154,1.1137283,3.7438881,1.8122785,5.6427045,-1.7461563,-1.7552463,2.519111,0.55036265,1.3783686,6.0827827,-0.78617454,4.8341017,2.6610463
7.559152,-1.7580993,4.218738,3.8756294,1.5485787,5.765883,-1.7580848,-1.7580993,2.2092319,2.9273868,1.006059,5.579186,10.9507475,-1.5491129,8.807003
9.5623045,-1.7580993,3.9778128,2.6104972,15.649477,3.7074208,-1.7580993,-1.7580993,6.767458,4.7208314,6.739157,9.7291765,15.195799,0.107509345,8.007956
13.466823,-1.7580993,2.329113,9.778269,6.9116483,2.7559922,-1.7580993,-1.7580953,2.514594,2.7483993,1.9191066,5.312355,9.087528,3.54261,9.053753
5.180468,-1.7580993,2.9650798,-0.49190485,2.4795704,4.778629,-1.7580928,-1.7580992,-0.44486183,3.197198,0.8486108,5.645768,7.037582,6.904893,3.7982056
3.8654387,-1.7580988,3.3526547,10.952215,3.0545764,1.9429668,-1.7578151,-1.7580993,2.1681945,-0.56126106,3.4713933,3.9240677,11.460847,3.6356115,1.5857571
17.391418,-1.7580993,7.9415665,12.241392,13.836042,2.6062891,-1.7580993,-1.7580993,7.1114106,4.782665,3.8759344,11.158131,13.802588,5.9339314,12.922035
12.882829,-1.7580993,2.8132818,8.585666,15.189356,17.73095,-1.7580993,-1.7580993,5.402916,1.2465844,2.7762084,4.8616433,4.6489015,6.831816,11.161997
14.565104,-1.7580993,6.089677,4.7667103,15.722813,6.30405,-1.7580993,-1.7580993,5.792183,3.0409677,6.860432,8.879815,13.641256,1.3867794,5.3726454
5.505843,-1.7580993,13.97247,13.219711,5.893408,6.33152,-1.7580993,-1.7580992,2.6386275,3.67371,3.9294128,1.719916,7.562405,4.865949,16.104239
10.7348995,-1.7580992,3.78141,10.831362,10.646323,1.3137898,-1.7580993,-1.7580991,4.363843,-0.80439466,0.350128,3.5085716,8.212818,2.194022,8.439402
4.4635243,-1.7580993,6.744024,10.376049,4.900692,6.0756783,-1.7567549,-1.7580993,1.8232247,0.09392998,0.5941702,11.727287,6.7958255,8.38354,1.0853995
3.9732902,-1.7580987,1.9649824,4.581971,8.081301,1.5071558,-1.7580957,-1.7580869,3.3001587,3.338053,-0.854381,1.0440698,8.152486,6.298264,3.5121627
8.505373,-1.7580993,5.69657,-0.42945087,8.5463505,1.3542404,-1.7580993,-1.7580993,11.313816,3.7454507,2.7896578,9.330119,8.930288,5.605456,8.419601
10.904885,-1.7580993,7.4764457,0.8287882,9.929813,4.7327113,-1.7580993,-1.7580991,8.665872,5.669146,3.0545118,7.813933,10.711548,8.108458,6.9043455
8.688061,-1.757146,5.492336,0.97382313,4.8515573,5.9379077,-1.7580063,-1.7445039,3.7665746,6.1984253,0.46092346,3.5873668,2.0661366,4.4664273,3.476542
6.5954857,-1.7567655,7.388065,4.926382,10.119198,6.8285522,-1.757588,-1.7580304,3.7800803,1.8379683,3.1356955,4.098376,9.03581,4.880561,3.7110589
10.075946,-1.7580993,7.229117,2.0604246,8.967031,8.638814,-1.7580993,-1.7580993,7.498897,2.274491,3.4901953,15.122609,9.884238,10.091115,10.060695
4.028305,-1.7580984,14.085682,3.496001,2.7610614,1.5005049,-1.7580924,-1.7580988,2.2211528,2.765436,1.9613078,2.768168,4.848947,3.0401201,2.8102076
3.0842657,-1.7562288,4.967704,1.6154548,2.7822986,3.605324,-1.7350942,-1.757156,1.7105117,2.212014,0.87653315,4.3284407,2.3328598,4.3835926,0.32267833
11.266074,-1.7580993,8.1926985,8.066583,9.560084,2.0955684,-1.7580993,-1.7580492,7.606226,4.7596545,5.16507,8.450537,10.3436985,10.567945,14.672501
11.609402,-1.7580993,12.123667,1.3463773,12.409523,1.4421732,-1.7580993,-1.7580993,6.76553,6.420213,4.0896482,10.401288,13.390174,9.133575,7.1064277
8.982094,-1.7580982,15.520244,28.84562,3.7963047,13.834407,-1.7580993,-1.7580993,5.668675,1.9147742,4.4369354,4.3071184,7.7768245,7.044355,15.476754
3.7570632,-1.7580804,2.8650806,2.735142,3.2281077,-0.993736,-1.7580328,-1.7357756,-1.0250936,3.9467402,1.3555343,3.3772314,1.1730266,4.9174914,1.2916617
12.07889,-1.7580993,-1.3512764,14.6968975,5.69161,-1.0945619,-1.7580993,-1.7580993,3.3858697,-1.5434484,-1.4013252,7.527033,9.745515,3.0491292,8.041634
6.253375,-1.7580993,2.3507447,4.601969,1.5160505,-1.1118888,-1.7580944,-1.7580992,6.452108,0.06325294,1.791879,7.9774103,10.613874,7.3199024,-0.055553317
11.705949,-1.7580993,5.731199,4.5866027,12.54142,0.24701181,-1.7580993,-1.7580993,5.4638915,1.5665395,3.5486262,10.4574,9.183568,4.6969776,5.4898467
1.7387626,-1.7570115,3.0209653,4.4985948,3.3993506,2.5825768,-1.7495669,-1.7580357,-0.17067638,1.1416986,2.5515912,2.3730426,1.0713342,0.7723618,1.2025352
-0.87985665,-1.7580993,7.73709,-0.64974236,4.065373,1.8670968,-1.7580913,-1.7580986,3.7136137,1.4809405,1.8540962,7.971873,2.4956472,7.6036644,7.154184
7.106971,-1.7580993,3.956667,1.3869063,7.2059917,6.089387,-1.7580993,-1.7580993,11.392382,3.4119368,4.0146394,13.154363,13.405133,8.066953,6.0637403
1.4183,-1.7580992,7.9729757,12.40457,-1.5898944,7.8430023,-1.7577617,-1.7580993,-1.1613876,1.0423506,5.635155,2.8558652,6.4246387,2.785372,2.4725616
7.158862,-1.7345724,8.4659815,7.829098,2.2770016,1.6592638,-1.7579194,-1.7580992,6.96284,0.8245083,2.0660174,4.5572352,11.427955,1.0199146,5.0583906
3.76079,-1.7580993,10.328934,-0.5598386,4.6094537,4.037517,-1.7561733,-1.7576083,3.0795279,2.7203681,3.5721946,4.6115885,3.5610497,8.00641,3.7124734
7.6798596,-1.758061,2.0326693,-0.71312505,3.6017468,8.715793,-1.7575358,-1.7579594,4.7103972,3.4690654,2.3510966,-0.16629905,5.2713084,6.1136365,5.1981044
7.39436,-1.7580458,5.064279,18.887032,5.0323815,5.9899406,-1.7580743,-1.7580993,6.809729,0.5834726,2.8401802,7.196166,15.321357,5.7010484,8.394841
6.7523193,-1.7580855,8.02417,4.834667,8.772159,10.42453,-1.7580991,-1.7580993,7.4054017,3.837434,4.795509,7.7739973,17.369793,4.0988445,4.8195376
5.651176,-1.7580891,4.632982,4.5628147,5.436315,-1.2237979,-1.7580979,-1.7580521,2.5530295,2.1200833,1.1036942,2.4423602,7.750039,3.79825,0.5766628
4.6878905,-1.7580993,10.954429,3.4048345,1.2309397,6.6024647,-1.7580339,-1.7580986,7.5169096,1.8562111,3.5786335,3.124038,7.281898,3.422496,10.48978
2.4124358,-1.7580993,2.744626,0.9643605,5.6284685,6.24113,-1.7580694,-1.7380902,5.088019,2.6461174,1.354989,0.5751743,1.9510669,13.181557,6.589553
8.881695,-1.7580993,4.008522,11.9781065,-0.04076722,0.19128363,-1.7580937,-1.7580993,7.086396,2.1286786,4.8422604,7.8279696,16.309689,5.205488,10.405021
14.278889,-1.7580993,7.2773023,12.750065,8.68073,5.4038434,-1.7580993,-1.7580993,1.6264517,2.914461,0.90682757,10.700425,13.828494,3.5414062,10.6393385
12.193158,-1.7580993,5.1750793,1.0309125,5.606521,6.3950534,-1.7580993,-1.7580993,3.5917673,1.5880975,1.6902885,11.691295,10.786241,5.259345,9.356257
5.952336,-1.7580992,7.042466,25.823137,9.716889,7.926338,-1.7580931,-1.7580993,5.8047667,2.6402524,6.680886,5.3718476,15.351988,8.78653,12.241438
7.571226,-1.7567837,4.4882984,8.221638,4.202955,1.4616727,-1.7572742,-1.7580918,3.5898154,-0.837667,1.6799299,5.572768,8.748503,4.4403424,2.7532618
4.507585,-1.7577515,5.1634197,3.5894864,2.898654,2.8781393,-1.7468686,-1.7578714,1.1460634,1.0697056,-0.42692456,2.4731016,2.9668853,3.5980737,1.3172143
7.5974197,-1.7580993,10.024756,4.441088,11.291528,0.56350225,-1.7580993,-1.7580993,3.3741233,3.3099842,1.1613717,9.407846,11.305048,0.92084765,4.586209
3.1653657,-1.7580993,8.771049,15.905509,10.408182,8.3382225,-1.7580992,-1.7580993,5.240628,0.20369343,7.974858,21.617601,14.416381,9.530361,3.864433
9.484709,-1.7580601,7.7051606,2.9841487,6.8455,3.1369686,-1.7580993,-1.7579905,3.122662,4.0706472,1.6712064,4.7276096,7.251751,1.065904,4.069431
1.8233161,-1.7580991,1.0611336,1.8988588,8.397924,2.6614897,-1.7580594,-1.7580514,2.169952,0.7041797,1.6350529,3.7988062,0.69390076,3.4444218,4.1703143
13.455162,-1.7580993,7.6095104,-0.5798748,8.976687,3.5471642,-1.7580993,-1.7580993,6.4023175,4.304706,2.8527899,8.823289,12.547641,8.054816,8.630656
9.186034,-1.7580993,9.177363,0.49791887,9.815352,2.8929589,-1.7580993,-1.7580972,1.178918,5.108266,6.8615136,6.903042,8.618596,10.5014,7.029106
2.1785789,-1.7580993,10.61308,16.183344,5.854304,5.4210644,-1.7580993,-1.7580993,2.506282,1.96446,3.7206635,2.7224922,5.960332,1.9643476,14.273112
6.5555196,-1.7580993,12.978699,5.9370236,5.48389,5.9945545,-1.7580993,-1.7580993,8.293599,8.004923,3.9232993,18.694536,8.735924,12.309284,3.6365175
10.320465,-1.7580991,5.3926735,6.7959437,6.026223,0.6094321,-1.7580993,-1.7580993,6.6465,3.1389022,6.247048,9.439427,17.902464,5.446671,1.878196
5.1610217,-1.7580993,11.055774,11.327824,1.3586285,5.1650224,-1.7580729,-1.7580993,1.6839733,1.2139183,3.1878312,7.8042774,3.3350747,6.6637664,7.1845865
4.168313,-1.7580919,4.515909,3.1645458,3.7610445,1.965026,-1.7572429,-1.7578664,0.1345215,-1.2278937,3.3536963,5.0760427,2.2725167,1.5583587,1.1595893
5.019898,-1.7580992,4.366143,5.6018186,8.055171,1.3281895,-1.7580965,-1.7580868,4.716326,2.1172683,4.088231,8.141401,7.4020967,5.562048,3.7185519
5.342523,-1.7580993,6.8966975,-0.4282989,3.8977616,2.6317449,-1.7580847,-1.4510875,4.604745,2.8941731,3.0265055,6.0313573,3.4587352,6.357685,5.88661
12.330965,-1.7580993,7.6721897,4.856365,12.486725,0.23205207,-1.7580993,-1.7580993,5.546159,3.7865465,3.6504211,10.019578,9.860738,3.4751554,6.5860224
17.089092,-1.7580993,5.24016,-0.34346658,10.695208,7.216777,-1.7580993,-1.7580992,3.9727988,4.423673,1.9874328,7.679514,6.548426,6.326304,8.275714
14.825635,-1.7580993,8.045484,0.5514389,11.2759495,5.2175703,-1.7580993,-1.7580993,7.1782694,5.1053495,2.8988647,8.527332,14.493837,7.355907,4.112714
0.11411095,-1.7580993,3.7285593,1.4707415,6.972725,3.6605837,-1.758095,-1.7580993,1.4768108,1.473648,0.6885117,3.8606021,1.4200433,0.011718701,7.5318875
1.0794201,-1.7580993,1.6629473,2.0307982,8.443891,-0.63703257,-1.7580993,-1.7580993,2.3696904,4.7466764,1.3831997,5.109617,0.5483608,0.49711096,7.4040165
7.786011,-1.758099,4.3229723,9.753128,2.5377865,0.1387337,-1.7580668,-1.7565887,1.6913477,3.095314,-0.09727539,4.818064,3.7545655,8.523125,4.050724
7.6803746,-1.7423211,5.5525618,8.626272,5.1728897,0.18781824,-1.7580909,-1.7580668,4.725381,1.4606735,3.2904875,3.319063,11.575483,4.40024,1.9818534
17.252005,-1.7580993,4.229705,0.5010922,9.976755,7.858798,-1.7580993,-1.7580993,2.507103,6.1500974,1.8542905,14.150151,18.531929,3.6344998,8.522512
13.404126,-1.7580993,9.870343,-0.72923225,9.845202,3.0847518,-1.7580993,-1.7580993,7.451752,4.06544,3.4777725,9.629094,11.5218115,8.690582,9.496308
11.69968,-1.7580993,4.135999,3.7961247,9.370029,1.7124639,-1.7580993,-1.7580992,7.895383,4.5875297,2.6425579,9.494121,11.047757,7.4401855,5.613005
3.7570632,-1.7580804,2.8650806,2.735142,3.2281077,-0.993736,-1.7580328,-1.7357756,-1.0250936,3.9467402,1.3555343,3.3772314,1.1730266,4.9174914,1.2916617
12.279101,-1.7580993,6.8786955,0.8173367,11.579151,3.2851663,-1.7580993,-1.7580992,8.140722,5.63793,3.3609655,8.759335,9.818834,6.7697134,5.9002914
3.5462096,-1.7568599,4.658531,2.8744013,5.6969266,4.5376205,-1.7578458,-1.7573057,3.9360309,1.0563152,3.1477845,3.6237261,1.9891058,0.40433055,4.756068
14.656255,-1.7580993,5.644617,4.024283,7.452885,-0.13460326,-1.7580993,-1.7580993,3.860724,5.828029,2.9458022,9.999372,13.087843,3.4985132,5.1647816
1.3212445,-1.7580993,4.676092,-1.2465527,3.1368747,0.6253144,-1.7575071,-1.7580976,0.99511796,2.0346093,1.4110434,3.2794545,2.6722744,4.1801476,3.7014153
6.646772,-1.7580993,12.797102,6.8849144,1.7618465,2.7213993,-1.7580829,-1.7580987,3.3453424,1.2446837,1.1132108,2.2086809,7.5664887,4.501127,8.22241
5.2175107,-1.7580993,1.7953796,14.629901,3.8309443,3.0838618,-1.7580806,-1.7580992,-1.1242343,-1.6148821,3.0710077,5.368845,7.640186,5.560501,7.9221754
7.6658945,-1.7567759,2.8700635,7.7317615,2.3946586,8.897992,-1.7569716,-1.7580826,1.1305978,-1.5893875,0.99755234,3.022671,-0.87631327,8.308159,5.2214584
12.892974,-1.7580993,8.634928,-0.6852909,11.604067,6.1421423,-1.7580993,-1.7580993,6.6998343,6.3870654,1.2560622,12.046987,14.2435055,7.726292,13.876592
5.6090617,-1.7580993,-1.7026359,13.28591,8.983946,9.552446,-1.7580993,-1.7580993,4.243355,1.9543692,4.8529987,12.884717,17.29146,8.450756,10.369805
5.1156697,-1.758098,5.4459467,0.69814265,6.793987,1.8692551,-1.7580993,-1.758098,1.2638121,4.700838,-0.06495767,2.544022,1.9973377,-0.9455107,3.9651108
2.9715931,-1.7580993,-0.45410836,6.1132636,2.1271381,0.88655406,-1.7580963,-1.7490945,0.4908269,3.5490525,-0.43148202,3.3057282,1.1262951,5.9444737,8.458226
15.61612,-1.7580993,9.558853,1.6955967,13.834189,10.202614,-1.7580993,-1.7580993,6.383445,3.4754012,5.8196387,6.4824505,22.557064,3.501482,5.2252936
8.044128,-1.7580993,8.9780245,2.1068785,6.1518536,2.680719,-1.7580993,-1.7580992,0.8996788,1.8347558,2.7135766,8.043033,7.0923147,0.5545903,1.1462147
2.1222212,-1.7570721,-1.1014512,5.3227563,4.417131,3.6676104,-1.6868935,-1.758099,0.24541503,-1.223405,3.0172524,3.6944776,1.4687035,1.7589935,2.990148
2.6628215,-1.7580993,7.395017,0.20633222,3.5762746,4.8981514,-1.7577769,-1.7580993,1.9532934,0.9761015,-0.80838853,3.3347623,4.0213714,5.798981,4.54287
10.241248,-1.7580991,8.727646,4.048316,10.463393,1.7685155,-1.7580993,-1.7580993,3.8227234,3.660515,1.1898149,6.7752585,8.216299,-0.76897764,4.35761
13.812206,-1.7580988,12.343275,9.974347,5.345717,2.7890947,-1.7580993,-1.7580992,9.00291,4.5181007,4.2925205,1.8578221,10.9463,8.795402,9.165165
13.206277,-1.7580993,8.680639,-0.47957402,11.0548,2.7126129,-1.7580993,-1.7580993,5.260673,6.4690104,3.8024168,6.9404454,17.726456,4.095343,3.3408601
13.465022,-1.7580993,7.038668,-0.23877913,9.301489,3.9939618,-1.7580993,-1.7580993,6.150613,5.9528127,3.0281436,9.537473,12.263564,7.3638153,8.905563
14.105658,-1.7580993,10.745322,2.9419072,11.422134,3.962891,-1.7580993,-1.7580993,4.736524,4.626397,4.289866,9.802964,11.128739,10.01834,10.255749
9.284872,-1.7580967,1.8438979,3.651032,12.580524,3.254118,-1.7580993,-1.7580992,3.5234444,2.4874287,3.4606376,5.5465517,6.422248,-0.8073645,3.8423676
13.179897,-1.7580993,7.84986,-0.59695125,11.865838,6.631988,-1.7580993,-1.7580993,6.3064256,6.4604893,1.4664557,12.04139,14.799127,7.306992,13.380456
5.668588,-1.7580993,2.0265563,2.5768538,3.121097,2.6769574,-1.7578007,-1.7580979,2.5108845,1.6770308,0.38552764,6.9947658,6.2691383,5.3395143,3.3415225
11.087462,-1.7580993,6.889563,7.6386776,12.850524,4.9595656,-1.7580993,-1.7580992,7.387713,3.0165224,3.0374572,7.497062,12.764652,8.976712,8.742694
10.674629,-1.7577151,8.806058,6.582977,8.477045,6.44405,-1.7580993,-1.7580993,3.1787207,1.2177225,6.2584004,5.259356,10.559056,1.5786856,5.401003
7.711414,-1.7580993,8.500247,11.479486,3.2555416,5.1702566,-1.7561303,-1.7580993,3.9533947,2.2601953,4.1611505,13.1520405,6.899733,13.484623,1.8590608
11.069166,-1.7580993,6.079796,1.6617968,9.593207,5.1486435,-1.7580993,-1.7580993,9.745673,3.6407266,2.4133182,8.020902,11.707315,2.1387296,5.5880156
1.9936271,-1.7580993,9.167726,3.892342,4.9979224,3.532232,-1.7579384,-1.7580987,4.8713293,1.6640841,2.4310873,11.42218,3.9369566,7.6453395,1.4672157
6.393637,-1.7580993,4.8093863,18.184473,14.236044,4.389972,-1.7580993,-1.7580993,4.3079977,-0.082156576,5.392008,3.750414,7.2629347,5.5624537,11.298285
9.465774,-1.7580993,7.7554097,-0.6385136,6.5238304,1.7615588,-1.7580993,-1.7580866,6.9531603,4.5873327,4.2909765,9.007959,9.627366,7.6942196,7.654777
12.636229,-1.7580993,5.7996683,3.1725366,7.492155,4.2284727,-1.7580993,-1.7580993,4.4378433,7.4263277,4.081857,15.40956,15.585764,5.3258715,5.5699515
7.8376055,-1.7580993,7.2274685,3.6212335,9.502712,0.59033906,-1.7580993,-1.7580993,7.5601687,0.08752087,-1.4237618,6.402965,13.261442,1.9061285,3.2482722
5.2228513,-1.7580993,9.102967,0.95176476,1.5363375,2.256623,-1.7577963,-1.7580602,1.3403022,1.196757,0.39958704,2.5493212,3.8554666,8.391731,2.5627844
7.215641,-1.7580993,5.7499843,3.319723,8.833579,-0.9892567,-1.7580993,-1.7580993,3.154151,2.1348546,-0.26144487,6.148608,6.933282,0.65672076,2.9788444
3.6346128,-1.7580993,-0.5266274,9.496493,7.9356894,3.3434367,-1.7580789,-1.7580993,4.1891847,1.1658866,1.8384039,6.4947004,16.257446,8.909042,3.509143
12.107597,-1.7580993,7.3729973,2.687436,8.286895,6.108793,-1.7580993,-1.7580993,5.1605363,8.344359,5.1577344,18.9307,15.468158,7.3570614,7.1445637
3.1966314,-1.7580789,3.246682,5.815099,9.809244,-0.016336689,-1.7580991,-1.7580993,4.8601847,-0.8038191,3.0234504,4.512071,7.2563844,2.0857675,0.052291635
7.6188083,-1.7580993,6.2326875,3.4786913,5.4022827,6.5991263,-1.7578881,-1.7570349,3.9133644,6.2130094,6.547421,11.676027,6.35476,4.3597665,5.3163757
1.9488137,-1.7579684,1.8452233,5.5109878,2.588963,0.6610634,-1.7503649,-1.7559528,2.053904,-0.39318314,-0.6231651,-0.5575133,0.5921395,4.6381235,3.6330292
19.80642,-1.7580993,12.261884,1.5365449,11.467348,2.2049448,-1.7580993,-1.7580993,9.320759,7.297709,2.3001904,9.40376,16.238209,5.823998,7.812859
